step,name,x,y
957,Earth,1.46883e+11,2.83565e+10
957,Mars,2.26727e+11,2.30262e+10
958,Sun,8551.23,532.963
958,Earth,1.46878e+11,2.83858e+10
958,Mars,2.26724e+11,2.30502e+10
959,Sun,8569.01,534.63
959,Earth,1.46872e+11,2.8415e+10
959,Mars,2.26722e+11,2.30741e+10
960,Sun,8586.81,536.3
960,Earth,1.46866e+11,2.84442e+10
960,Mars,2.2672e+11,2.30981e+10
961,Sun,8604.63,537.974
961,Earth,1.46861e+11,2.84735e+10
961,Mars,2.26717e+11,2.3122e+10
962,Sun,8622.46,539.651
962,Earth,1.46855e+11,2.85027e+10
962,Mars,2.26715e+11,2.3146e+10
963,Sun,8640.32,541.332
963,Earth,1.46849e+11,2.85319e+10
963,Mars,2.26712e+11,2.31699e+10
964,Sun,8658.19,543.017
964,Earth,1.46844e+11,2.85612e+10
964,Mars,2.2671e+11,2.31939e+10
965,Sun,8676.08,544.705
965,Earth,1.46838e+11,2.85904e+10
965,Mars,2.26707e+11,2.32178e+10
966,Sun,8693.99,546.396
966,Earth,1.46832e+11,2.86196e+10
966,Mars,2.26705e+11,2.32418e+10
967,Sun,8711.92,548.091
967,Earth,1.46827e+11,2.86489e+10
967,Mars,2.26702e+11,2.32657e+10
968,Sun,8729.86,549.789
968,Earth,1.46821e+11,2.86781e+10
968,Mars,2.267e+11,2.32897e+10
969,Sun,8747.83,551.491
969,Earth,1.46815e+11,2.87073e+10
969,Mars,2.26697e+11,2.33136e+10
970,Sun,8765.81,553.196
970,Earth,1.46809e+11,2.87365e+10
970,Mars,2.26695e+11,2.33376e+10
971,Sun,8783.81,554.905
971,Earth,1.46804e+11,2.87658e+10
971,Mars,2.26692e+11,2.33615e+10
972,Sun,8801.83,556.617
972,Earth,1.46798e+11,2.8795e+10
972,Mars,2.2669e+11,2.33855e+10
973,Sun,8819.87,558.333
973,Earth,1.46792e+11,2.88242e+10
973,Mars,2.26687e+11,2.34094e+10
974,Sun,8837.92,560.053
974,Earth,1.46787e+11,2.88534e+10
974,Mars,2.26685e+11,2.34334e+10
975,Sun,8856,561.776
975,Earth,1.46781e+11,2.88827e+10
975,Mars,2.26682e+11,2.34573e+10
976,Sun,8874.09,563.502
976,Earth,1.46775e+11,2.89119e+10
976,Mars,2.2668e+11,2.34813e+10
977,Sun,8892.2,565.232
977,Earth,1.46769e+11,2.89411e+10
977,Mars,2.26677e+11,2.35052e+10
978,Sun,8910.33,566.965
978,Earth,1.46763e+11,2.89703e+10
978,Mars,2.26675e+11,2.35292e+10
979,Sun,8928.48,568.702
979,Earth,1.46758e+11,2.89995e+10
979,Mars,2.26672e+11,2.35531e+10
980,Sun,8946.64,570.443
980,Earth,1.46752e+11,2.90287e+10
980,Mars,2.2667e+11,2.35771e+10
981,Sun,8964.83,572.187
981,Earth,1.46746e+11,2.90579e+10
981,Mars,2.26667e+11,2.3601e+10
982,Sun,8983.03,573.935
982,Earth,1.4674e+11,2.90872e+10
982,Mars,2.26665e+11,2.3625e+10
983,Sun,9001.25,575.686
983,Earth,1.46735e+11,2.91164e+10
983,Mars,2.26662e+11,2.36489e+10
984,Sun,9019.49,577.441
984,Earth,1.46729e+11,2.91456e+10
984,Mars,2.2666e+11,2.36729e+10
985,Sun,9037.74,579.199
985,Earth,1.46723e+11,2.91748e+10
985,Mars,2.26657e+11,2.36968e+10
986,Sun,9056.02,580.961
986,Earth,1.46717e+11,2.9204e+10
986,Mars,2.26655e+11,2.37207e+10
987,Sun,9074.31,582.726
987,Earth,1.46711e+11,2.92332e+10
987,Mars,2.26652e+11,2.37447e+10
988,Sun,9092.62,584.495
988,Earth,1.46705e+11,2.92624e+10
988,Mars,2.2665e+11,2.37686e+10
989,Sun,9110.95,586.268
989,Earth,1.467e+11,2.92916e+10
989,Mars,2.26647e+11,2.37926e+10
990,Sun,9129.3,588.044
990,Earth,1.46694e+11,2.93208e+10
990,Mars,2.26645e+11,2.38165e+10
991,Sun,9147.67,589.824
991,Earth,1.46688e+11,2.935e+10
991,Mars,2.26642e+11,2.38405e+10
992,Sun,9166.05,591.607
992,Earth,1.46682e+11,2.93792e+10
992,Mars,2.2664e+11,2.38644e+10
993,Sun,9184.46,593.394
993,Earth,1.46676e+11,2.94084e+10
993,Mars,2.26637e+11,2.38884e+10
994,Sun,9202.88,595.184
994,Earth,1.4667e+11,2.94376e+10
994,Mars,2.26635e+11,2.39123e+10
995,Sun,9221.32,596.978
995,Earth,1.46664e+11,2.94668e+10
995,Mars,2.26632e+11,2.39362e+10
996,Sun,9239.78,598.776
996,Earth,1.46659e+11,2.9496e+10
996,Mars,2.2663e+11,2.39602e+10
997,Sun,9258.25,600.577
997,Earth,1.46653e+11,2.95252e+10
997,Mars,2.26627e+11,2.39841e+10
998,Sun,9276.75,602.382
998,Earth,1.46647e+11,2.95544e+10
998,Mars,2.26624e+11,2.40081e+10
999,Sun,9295.26,604.19
999,Earth,1.46641e+11,2.95836e+10
999,Mars,2.26622e+11,2.4032e+10
1000,Sun,9313.79,606.002
1000,Earth,1.46635e+11,2.96128e+10
1000,Mars,2.26619e+11,2.4056e+10
1001,Sun,9332.34,607.818
1001,Earth,1.46629e+11,2.9642e+10
1001,Mars,2.26617e+11,2.40799e+10
1002,Sun,9350.91,609.637
1002,Earth,1.46623e+11,2.96712e+10
1002,Mars,2.26614e+11,2.41038e+10
1003,Sun,9369.49,611.46
1003,Earth,1.46617e+11,2.97003e+10
1003,Mars,2.26612e+11,2.41278e+10
1004,Sun,9388.1,613.287
1004,Earth,1.46611e+11,2.97295e+10
1004,Mars,2.26609e+11,2.41517e+10
1005,Sun,9406.72,615.117
1005,Earth,1.46605e+11,2.97587e+10
1005,Mars,2.26607e+11,2.41757e+10
1006,Sun,9425.36,616.951
1006,Earth,1.466e+11,2.97879e+10
1006,Mars,2.26604e+11,2.41996e+10
1007,Sun,9444.02,618.788
1007,Earth,1.46594e+11,2.98171e+10
1007,Mars,2.26601e+11,2.42235e+10
1008,Sun,9462.7,620.629
1008,Earth,1.46588e+11,2.98463e+10
1008,Mars,2.26599e+11,2.42475e+10
1009,Sun,9481.39,622.474
1009,Earth,1.46582e+11,2.98754e+10
1009,Mars,2.26596e+11,2.42714e+10
1010,Sun,9500.11,624.322
1010,Earth,1.46576e+11,2.99046e+10
1010,Mars,2.26594e+11,2.42954e+10
1011,Sun,9518.84,626.174
1011,Earth,1.4657e+11,2.99338e+10
1011,Mars,2.26591e+11,2.43193e+10
1012,Sun,9537.59,628.03
1012,Earth,1.46564e+11,2.9963e+10
1012,Mars,2.26588e+11,2.43432e+10
1013,Sun,9556.36,629.889
1013,Earth,1.46558e+11,2.99922e+10
1013,Mars,2.26586e+11,2.43672e+10
1014,Sun,9575.15,631.752
1014,Earth,1.46552e+11,3.00213e+10
1014,Mars,2.26583e+11,2.43911e+10
1015,Sun,9593.95,633.619
1015,Earth,1.46546e+11,3.00505e+10
1015,Mars,2.26581e+11,2.44151e+10
1016,Sun,9612.77,635.489
1016,Earth,1.4654e+11,3.00797e+10
1016,Mars,2.26578e+11,2.4439e+10
1017,Sun,9631.62,637.363
1017,Earth,1.46534e+11,3.01088e+10
1017,Mars,2.26576e+11,2.44629e+10
1018,Sun,9650.48,639.241
1018,Earth,1.46528e+11,3.0138e+10
1018,Mars,2.26573e+11,2.44869e+10
1019,Sun,9669.35,641.122
1019,Earth,1.46522e+11,3.01672e+10
1019,Mars,2.2657e+11,2.45108e+10
1020,Sun,9688.25,643.007
1020,Earth,1.46516e+11,3.01963e+10
1020,Mars,2.26568e+11,2.45347e+10
1021,Sun,9707.17,644.896
1021,Earth,1.4651e+11,3.02255e+10
1021,Mars,2.26565e+11,2.45587e+10
1022,Sun,9726.1,646.788
1022,Earth,1.46504e+11,3.02547e+10
1022,Mars,2.26563e+11,2.45826e+10
1023,Sun,9745.05,648.684
1023,Earth,1.46498e+11,3.02838e+10
1023,Mars,2.2656e+11,2.46066e+10
1024,Sun,9764.02,650.584
1024,Earth,1.46492e+11,3.0313e+10
1024,Mars,2.26557e+11,2.46305e+10
1025,Sun,9783.01,652.487
1025,Earth,1.46486e+11,3.03422e+10
1025,Mars,2.26555e+11,2.46544e+10
1026,Sun,9802.01,654.394
1026,Earth,1.4648e+11,3.03713e+10
1026,Mars,2.26552e+11,2.46784e+10
1027,Sun,9821.04,656.305
1027,Earth,1.46474e+11,3.04005e+10
1027,Mars,2.26549e+11,2.47023e+10
1028,Sun,9840.08,658.22
1028,Earth,1.46468e+11,3.04296e+10
1028,Mars,2.26547e+11,2.47262e+10
1029,Sun,9859.14,660.138
1029,Earth,1.46461e+11,3.04588e+10
1029,Mars,2.26544e+11,2.47502e+10
1030,Sun,9878.22,662.06
1030,Earth,1.46455e+11,3.0488e+10
1030,Mars,2.26542e+11,2.47741e+10
1031,Sun,9897.32,663.986
1031,Earth,1.46449e+11,3.05171e+10
1031,Mars,2.26539e+11,2.4798e+10
1032,Sun,9916.43,665.915
1032,Earth,1.46443e+11,3.05463e+10
1032,Mars,2.26536e+11,2.4822e+10
1033,Sun,9935.57,667.848
1033,Earth,1.46437e+11,3.05754e+10
1033,Mars,2.26534e+11,2.48459e+10
1034,Sun,9954.72,669.785
1034,Earth,1.46431e+11,3.06046e+10
1034,Mars,2.26531e+11,2.48698e+10
1035,Sun,9973.89,671.726
1035,Earth,1.46425e+11,3.06337e+10
1035,Mars,2.26528e+11,2.48938e+10
1036,Sun,9993.08,673.67
1036,Earth,1.46419e+11,3.06629e+10
1036,Mars,2.26526e+11,2.49177e+10
1037,Sun,10012.3,675.618
1037,Earth,1.46413e+11,3.0692e+10
1037,Mars,2.26523e+11,2.49416e+10
1038,Sun,10031.5,677.57
1038,Earth,1.46407e+11,3.07212e+10
1038,Mars,2.2652e+11,2.49656e+10
1039,Sun,10050.8,679.525
1039,Earth,1.464e+11,3.07503e+10
1039,Mars,2.26518e+11,2.49895e+10
1040,Sun,10070,681.485
1040,Earth,1.46394e+11,3.07794e+10
1040,Mars,2.26515e+11,2.50134e+10
1041,Sun,10089.3,683.448
1041,Earth,1.46388e+11,3.08086e+10
1041,Mars,2.26512e+11,2.50373e+10
1042,Sun,10108.6,685.415
1042,Earth,1.46382e+11,3.08377e+10
1042,Mars,2.2651e+11,2.50613e+10
1043,Sun,10127.9,687.385
1043,Earth,1.46376e+11,3.08669e+10
1043,Mars,2.26507e+11,2.50852e+10
1044,Sun,10147.2,689.36
1044,Earth,1.4637e+11,3.0896e+10
1044,Mars,2.26504e+11,2.51091e+10
1045,Sun,10166.6,691.338
1045,Earth,1.46364e+11,3.09251e+10
1045,Mars,2.26502e+11,2.51331e+10
1046,Sun,10186,693.32
1046,Earth,1.46357e+11,3.09543e+10
1046,Mars,2.26499e+11,2.5157e+10
1047,Sun,10205.4,695.305
1047,Earth,1.46351e+11,3.09834e+10
1047,Mars,2.26496e+11,2.51809e+10
1048,Sun,10224.8,697.295
1048,Earth,1.46345e+11,3.10125e+10
1048,Mars,2.26494e+11,2.52049e+10
1049,Sun,10244.2,699.288
1049,Earth,1.46339e+11,3.10417e+10
1049,Mars,2.26491e+11,2.52288e+10
1050,Sun,10263.6,701.285
1050,Earth,1.46333e+11,3.10708e+10
1050,Mars,2.26488e+11,2.52527e+10
1051,Sun,10283.1,703.286
1051,Earth,1.46326e+11,3.10999e+10
1051,Mars,2.26486e+11,2.52766e+10
1052,Sun,10302.6,705.291
1052,Earth,1.4632e+11,3.11291e+10
1052,Mars,2.26483e+11,2.53006e+10
1053,Sun,10322.1,707.299
1053,Earth,1.46314e+11,3.11582e+10
1053,Mars,2.2648e+11,2.53245e+10
1054,Sun,10341.6,709.311
1054,Earth,1.46308e+11,3.11873e+10
1054,Mars,2.26478e+11,2.53484e+10
1055,Sun,10361.1,711.327
1055,Earth,1.46302e+11,3.12164e+10
1055,Mars,2.26475e+11,2.53723e+10
1056,Sun,10380.7,713.347
1056,Earth,1.46295e+11,3.12456e+10
1056,Mars,2.26472e+11,2.53963e+10
1057,Sun,10400.3,715.371
1057,Earth,1.46289e+11,3.12747e+10
1057,Mars,2.2647e+11,2.54202e+10
1058,Sun,10419.8,717.398
1058,Earth,1.46283e+11,3.13038e+10
1058,Mars,2.26467e+11,2.54441e+10
1059,Sun,10439.5,719.429
1059,Earth,1.46277e+11,3.13329e+10
1059,Mars,2.26464e+11,2.54681e+10
1060,Sun,10459.1,721.465
1060,Earth,1.4627e+11,3.1362e+10
1060,Mars,2.26461e+11,2.5492e+10
1061,Sun,10478.7,723.503
1061,Earth,1.46264e+11,3.13912e+10
1061,Mars,2.26459e+11,2.55159e+10
1062,Sun,10498.4,725.546
1062,Earth,1.46258e+11,3.14203e+10
1062,Mars,2.26456e+11,2.55398e+10
1063,Sun,10518.1,727.593
1063,Earth,1.46252e+11,3.14494e+10
1063,Mars,2.26453e+11,2.55638e+10
1064,Sun,10537.8,729.643
1064,Earth,1.46245e+11,3.14785e+10
1064,Mars,2.26451e+11,2.55877e+10
1065,Sun,10557.5,731.697
1065,Earth,1.46239e+11,3.15076e+10
1065,Mars,2.26448e+11,2.56116e+10
1066,Sun,10577.2,733.756
1066,Earth,1.46233e+11,3.15367e+10
1066,Mars,2.26445e+11,2.56355e+10
1067,Sun,10597,735.818
1067,Earth,1.46227e+11,3.15658e+10
1067,Mars,2.26442e+11,2.56594e+10
1068,Sun,10616.7,737.883
1068,Earth,1.4622e+11,3.15949e+10
1068,Mars,2.2644e+11,2.56834e+10
1069,Sun,10636.5,739.953
1069,Earth,1.46214e+11,3.16241e+10
1069,Mars,2.26437e+11,2.57073e+10
1070,Sun,10656.3,742.027
1070,Earth,1.46208e+11,3.16532e+10
1070,Mars,2.26434e+11,2.57312e+10
1071,Sun,10676.2,744.104
1071,Earth,1.46201e+11,3.16823e+10
1071,Mars,2.26432e+11,2.57551e+10
1072,Sun,10696,746.185
1072,Earth,1.46195e+11,3.17114e+10
1072,Mars,2.26429e+11,2.57791e+10
1073,Sun,10715.9,748.27
1073,Earth,1.46189e+11,3.17405e+10
1073,Mars,2.26426e+11,2.5803e+10
1074,Sun,10735.8,750.359
1074,Earth,1.46182e+11,3.17696e+10
1074,Mars,2.26423e+11,2.58269e+10
1075,Sun,10755.7,752.452
1075,Earth,1.46176e+11,3.17987e+10
1075,Mars,2.26421e+11,2.58508e+10
1076,Sun,10775.6,754.549
1076,Earth,1.4617e+11,3.18278e+10
1076,Mars,2.26418e+11,2.58747e+10
1077,Sun,10795.5,756.649
1077,Earth,1.46163e+11,3.18569e+10
1077,Mars,2.26415e+11,2.58987e+10
1078,Sun,10815.5,758.754
1078,Earth,1.46157e+11,3.1886e+10
1078,Mars,2.26412e+11,2.59226e+10
1079,Sun,10835.4,760.862
1079,Earth,1.46151e+11,3.19151e+10
1079,Mars,2.2641e+11,2.59465e+10
1080,Sun,10855.4,762.975
1080,Earth,1.46144e+11,3.19441e+10
1080,Mars,2.26407e+11,2.59704e+10
1081,Sun,10875.4,765.091
1081,Earth,1.46138e+11,3.19732e+10
1081,Mars,2.26404e+11,2.59943e+10
1082,Sun,10895.5,767.211
1082,Earth,1.46132e+11,3.20023e+10
1082,Mars,2.26401e+11,2.60183e+10
1083,Sun,10915.5,769.335
1083,Earth,1.46125e+11,3.20314e+10
1083,Mars,2.26399e+11,2.60422e+10
1084,Sun,10935.6,771.463
1084,Earth,1.46119e+11,3.20605e+10
1084,Mars,2.26396e+11,2.60661e+10
1085,Sun,10955.7,773.595
1085,Earth,1.46112e+11,3.20896e+10
1085,Mars,2.26393e+11,2.609e+10
1086,Sun,10975.8,775.73
1086,Earth,1.46106e+11,3.21187e+10
1086,Mars,2.2639e+11,2.61139e+10
1087,Sun,10995.9,777.87
1087,Earth,1.461e+11,3.21478e+10
1087,Mars,2.26387e+11,2.61379e+10
1088,Sun,11016,780.014
1088,Earth,1.46093e+11,3.21768e+10
1088,Mars,2.26385e+11,2.61618e+10
1089,Sun,11036.2,782.161
1089,Earth,1.46087e+11,3.22059e+10
1089,Mars,2.26382e+11,2.61857e+10
1090,Sun,11056.3,784.312
1090,Earth,1.4608e+11,3.2235e+10
1090,Mars,2.26379e+11,2.62096e+10
1091,Sun,11076.5,786.468
1091,Earth,1.46074e+11,3.22641e+10
1091,Mars,2.26376e+11,2.62335e+10
1092,Sun,11096.7,788.627
1092,Earth,1.46068e+11,3.22932e+10
1092,Mars,2.26374e+11,2.62574e+10
1093,Sun,11117,790.79
1093,Earth,1.46061e+11,3.23222e+10
1093,Mars,2.26371e+11,2.62813e+10
1094,Sun,11137.2,792.958
1094,Earth,1.46055e+11,3.23513e+10
1094,Mars,2.26368e+11,2.63053e+10
1095,Sun,11157.5,795.129
1095,Earth,1.46048e+11,3.23804e+10
1095,Mars,2.26365e+11,2.63292e+10
1096,Sun,11177.8,797.304
1096,Earth,1.46042e+11,3.24095e+10
1096,Mars,2.26362e+11,2.63531e+10
1097,Sun,11198.1,799.483
1097,Earth,1.46035e+11,3.24385e+10
1097,Mars,2.2636e+11,2.6377e+10
1098,Sun,11218.4,801.666
1098,Earth,1.46029e+11,3.24676e+10
1098,Mars,2.26357e+11,2.64009e+10
1099,Sun,11238.7,803.853
1099,Earth,1.46022e+11,3.24967e+10
1099,Mars,2.26354e+11,2.64248e+10
1100,Sun,11259.1,806.044
1100,Earth,1.46016e+11,3.25257e+10
1100,Mars,2.26351e+11,2.64488e+10
1101,Sun,11279.4,808.238
1101,Earth,1.46009e+11,3.25548e+10
1101,Mars,2.26348e+11,2.64727e+10
1102,Sun,11299.8,810.437
1102,Earth,1.46003e+11,3.25839e+10
1102,Mars,2.26345e+11,2.64966e+10
1103,Sun,11320.2,812.64
1103,Earth,1.45996e+11,3.26129e+10
1103,Mars,2.26343e+11,2.65205e+10
1104,Sun,11340.7,814.847
1104,Earth,1.4599e+11,3.2642e+10
1104,Mars,2.2634e+11,2.65444e+10
1105,Sun,11361.1,817.058
1105,Earth,1.45983e+11,3.26711e+10
1105,Mars,2.26337e+11,2.65683e+10
1106,Sun,11381.6,819.272
1106,Earth,1.45977e+11,3.27001e+10
1106,Mars,2.26334e+11,2.65922e+10
1107,Sun,11402.1,821.491
1107,Earth,1.4597e+11,3.27292e+10
1107,Mars,2.26331e+11,2.66161e+10
1108,Sun,11422.6,823.714
1108,Earth,1.45964e+11,3.27582e+10
1108,Mars,2.26329e+11,2.66401e+10
1109,Sun,11443.1,825.941
1109,Earth,1.45957e+11,3.27873e+10
1109,Mars,2.26326e+11,2.6664e+10
1110,Sun,11463.6,828.171
1110,Earth,1.45951e+11,3.28164e+10
1110,Mars,2.26323e+11,2.66879e+10
1111,Sun,11484.2,830.406
1111,Earth,1.45944e+11,3.28454e+10
1111,Mars,2.2632e+11,2.67118e+10
1112,Sun,11504.8,832.645
1112,Earth,1.45938e+11,3.28745e+10
1112,Mars,2.26317e+11,2.67357e+10
1113,Sun,11525.3,834.888
1113,Earth,1.45931e+11,3.29035e+10
1113,Mars,2.26314e+11,2.67596e+10
1114,Sun,11546,837.135
1114,Earth,1.45925e+11,3.29326e+10
1114,Mars,2.26312e+11,2.67835e+10
1115,Sun,11566.6,839.385
1115,Earth,1.45918e+11,3.29616e+10
1115,Mars,2.26309e+11,2.68074e+10
1116,Sun,11587.2,841.64
1116,Earth,1.45911e+11,3.29907e+10
1116,Mars,2.26306e+11,2.68313e+10
1117,Sun,11607.9,843.899
1117,Earth,1.45905e+11,3.30197e+10
1117,Mars,2.26303e+11,2.68552e+10
1118,Sun,11628.6,846.162
1118,Earth,1.45898e+11,3.30487e+10
1118,Mars,2.263e+11,2.68791e+10
1119,Sun,11649.3,848.429
1119,Earth,1.45892e+11,3.30778e+10
1119,Mars,2.26297e+11,2.69031e+10
1120,Sun,11670,850.7
1120,Earth,1.45885e+11,3.31068e+10
1120,Mars,2.26294e+11,2.6927e+10
1121,Sun,11690.7,852.975
1121,Earth,1.45878e+11,3.31359e+10
1121,Mars,2.26292e+11,2.69509e+10
1122,Sun,11711.5,855.254
1122,Earth,1.45872e+11,3.31649e+10
1122,Mars,2.26289e+11,2.69748e+10
1123,Sun,11732.3,857.537
1123,Earth,1.45865e+11,3.31939e+10
1123,Mars,2.26286e+11,2.69987e+10
1124,Sun,11753.1,859.824
1124,Earth,1.45859e+11,3.3223e+10
1124,Mars,2.26283e+11,2.70226e+10
1125,Sun,11773.9,862.115
1125,Earth,1.45852e+11,3.3252e+10
1125,Mars,2.2628e+11,2.70465e+10
1126,Sun,11794.7,864.41
1126,Earth,1.45845e+11,3.32811e+10
1126,Mars,2.26277e+11,2.70704e+10
1127,Sun,11815.5,866.71
1127,Earth,1.45839e+11,3.33101e+10
1127,Mars,2.26274e+11,2.70943e+10
1128,Sun,11836.4,869.013
1128,Earth,1.45832e+11,3.33391e+10
1128,Mars,2.26271e+11,2.71182e+10
1129,Sun,11857.3,871.32
1129,Earth,1.45825e+11,3.33681e+10
1129,Mars,2.26269e+11,2.71421e+10
1130,Sun,11878.2,873.632
1130,Earth,1.45819e+11,3.33972e+10
1130,Mars,2.26266e+11,2.7166e+10
1131,Sun,11899.1,875.947
1131,Earth,1.45812e+11,3.34262e+10
1131,Mars,2.26263e+11,2.71899e+10
1132,Sun,11920,878.267
1132,Earth,1.45805e+11,3.34552e+10
1132,Mars,2.2626e+11,2.72138e+10
1133,Sun,11941,880.591
1133,Earth,1.45799e+11,3.34843e+10
1133,Mars,2.26257e+11,2.72377e+10
1134,Sun,11962,882.918
1134,Earth,1.45792e+11,3.35133e+10
1134,Mars,2.26254e+11,2.72616e+10
1135,Sun,11983,885.25
1135,Earth,1.45785e+11,3.35423e+10
1135,Mars,2.26251e+11,2.72855e+10
1136,Sun,12004,887.586
1136,Earth,1.45779e+11,3.35713e+10
1136,Mars,2.26248e+11,2.73094e+10
1137,Sun,12025,889.926
1137,Earth,1.45772e+11,3.36003e+10
1137,Mars,2.26245e+11,2.73333e+10
1138,Sun,12046,892.271
1138,Earth,1.45765e+11,3.36294e+10
1138,Mars,2.26243e+11,2.73572e+10
1139,Sun,12067.1,894.619
1139,Earth,1.45759e+11,3.36584e+10
1139,Mars,2.2624e+11,2.73812e+10
1140,Sun,12088.2,896.971
1140,Earth,1.45752e+11,3.36874e+10
1140,Mars,2.26237e+11,2.74051e+10
1141,Sun,12109.3,899.328
1141,Earth,1.45745e+11,3.37164e+10
1141,Mars,2.26234e+11,2.7429e+10
1142,Sun,12130.4,901.688
1142,Earth,1.45739e+11,3.37454e+10
1142,Mars,2.26231e+11,2.74529e+10
1143,Sun,12151.5,904.053
1143,Earth,1.45732e+11,3.37744e+10
1143,Mars,2.26228e+11,2.74768e+10
1144,Sun,12172.7,906.422
1144,Earth,1.45725e+11,3.38034e+10
1144,Mars,2.26225e+11,2.75007e+10
1145,Sun,12193.9,908.795
1145,Earth,1.45718e+11,3.38324e+10
1145,Mars,2.26222e+11,2.75246e+10
1146,Sun,12215.1,911.172
1146,Earth,1.45712e+11,3.38615e+10
1146,Mars,2.26219e+11,2.75485e+10
1147,Sun,12236.3,913.553
1147,Earth,1.45705e+11,3.38905e+10
1147,Mars,2.26216e+11,2.75724e+10
1148,Sun,12257.5,915.939
1148,Earth,1.45698e+11,3.39195e+10
1148,Mars,2.26213e+11,2.75963e+10
1149,Sun,12278.7,918.328
1149,Earth,1.45691e+11,3.39485e+10
1149,Mars,2.2621e+11,2.76202e+10
1150,Sun,12300,920.722
1150,Earth,1.45685e+11,3.39775e+10
1150,Mars,2.26207e+11,2.76441e+10
1151,Sun,12321.3,923.12
1151,Earth,1.45678e+11,3.40065e+10
1151,Mars,2.26205e+11,2.76679e+10
1152,Sun,12342.6,925.522
1152,Earth,1.45671e+11,3.40355e+10
1152,Mars,2.26202e+11,2.76918e+10
1153,Sun,12363.9,927.928
1153,Earth,1.45664e+11,3.40645e+10
1153,Mars,2.26199e+11,2.77157e+10
1154,Sun,12385.2,930.338
1154,Earth,1.45657e+11,3.40935e+10
1154,Mars,2.26196e+11,2.77396e+10
1155,Sun,12406.6,932.752
1155,Earth,1.45651e+11,3.41225e+10
1155,Mars,2.26193e+11,2.77635e+10
1156,Sun,12428,935.171
1156,Earth,1.45644e+11,3.41515e+10
1156,Mars,2.2619e+11,2.77874e+10
1157,Sun,12449.4,937.594
1157,Earth,1.45637e+11,3.41804e+10
1157,Mars,2.26187e+11,2.78113e+10
1158,Sun,12470.8,940.02
1158,Earth,1.4563e+11,3.42094e+10
1158,Mars,2.26184e+11,2.78352e+10
1159,Sun,12492.2,942.452
1159,Earth,1.45623e+11,3.42384e+10
1159,Mars,2.26181e+11,2.78591e+10
1160,Sun,12513.7,944.887
1160,Earth,1.45617e+11,3.42674e+10
1160,Mars,2.26178e+11,2.7883e+10
1161,Sun,12535.1,947.326
1161,Earth,1.4561e+11,3.42964e+10
1161,Mars,2.26175e+11,2.79069e+10
1162,Sun,12556.6,949.77
1162,Earth,1.45603e+11,3.43254e+10
1162,Mars,2.26172e+11,2.79308e+10
1163,Sun,12578.1,952.218
1163,Earth,1.45596e+11,3.43544e+10
1163,Mars,2.26169e+11,2.79547e+10
1164,Sun,12599.6,954.67
1164,Earth,1.45589e+11,3.43834e+10
1164,Mars,2.26166e+11,2.79786e+10
1165,Sun,12621.2,957.126
1165,Earth,1.45582e+11,3.44123e+10
1165,Mars,2.26163e+11,2.80025e+10
1166,Sun,12642.7,959.586
1166,Earth,1.45575e+11,3.44413e+10
1166,Mars,2.2616e+11,2.80264e+10
1167,Sun,12664.3,962.051
1167,Earth,1.45569e+11,3.44703e+10
1167,Mars,2.26157e+11,2.80503e+10
1168,Sun,12685.9,964.52
1168,Earth,1.45562e+11,3.44993e+10
1168,Mars,2.26154e+11,2.80742e+10
1169,Sun,12707.5,966.993
1169,Earth,1.45555e+11,3.45282e+10
1169,Mars,2.26151e+11,2.80981e+10
1170,Sun,12729.1,969.47
1170,Earth,1.45548e+11,3.45572e+10
1170,Mars,2.26148e+11,2.8122e+10
1171,Sun,12750.8,971.951
1171,Earth,1.45541e+11,3.45862e+10
1171,Mars,2.26145e+11,2.81458e+10
1172,Sun,12772.4,974.437
1172,Earth,1.45534e+11,3.46152e+10
1172,Mars,2.26142e+11,2.81697e+10
1173,Sun,12794.1,976.927
1173,Earth,1.45527e+11,3.46441e+10
1173,Mars,2.26139e+11,2.81936e+10
1174,Sun,12815.8,979.421
1174,Earth,1.4552e+11,3.46731e+10
1174,Mars,2.26136e+11,2.82175e+10
1175,Sun,12837.5,981.919
1175,Earth,1.45513e+11,3.47021e+10
1175,Mars,2.26133e+11,2.82414e+10
1176,Sun,12859.3,984.422
1176,Earth,1.45507e+11,3.4731e+10
1176,Mars,2.2613e+11,2.82653e+10
1177,Sun,12881,986.929
1177,Earth,1.455e+11,3.476e+10
1177,Mars,2.26127e+11,2.82892e+10
1178,Sun,12902.8,989.44
1178,Earth,1.45493e+11,3.4789e+10
1178,Mars,2.26124e+11,2.83131e+10
1179,Sun,12924.6,991.955
1179,Earth,1.45486e+11,3.48179e+10
1179,Mars,2.26121e+11,2.8337e+10
1180,Sun,12946.4,994.475
1180,Earth,1.45479e+11,3.48469e+10
1180,Mars,2.26118e+11,2.83609e+10
1181,Sun,12968.2,996.998
1181,Earth,1.45472e+11,3.48759e+10
1181,Mars,2.26115e+11,2.83847e+10
1182,Sun,12990,999.526
1182,Earth,1.45465e+11,3.49048e+10
1182,Mars,2.26112e+11,2.84086e+10
1183,Sun,13011.9,1002.06
1183,Earth,1.45458e+11,3.49338e+10
1183,Mars,2.26109e+11,2.84325e+10
1184,Sun,13033.8,1004.6
1184,Earth,1.45451e+11,3.49627e+10
1184,Mars,2.26106e+11,2.84564e+10
1185,Sun,13055.7,1007.14
1185,Earth,1.45444e+11,3.49917e+10
